Model,File,url
paloalma/ECE-TW3-JRGL-V1,hf://datasets/open-llm-leaderboard/paloalma__ECE-TW3-JRGL-V1-details/paloalma__ECE-TW3-JRGL-V1/samples_leaderboard_mmlu_pro_2024-08-12T22-26-45.939621.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/paloalma__ECE-TW3-JRGL-V1-details
meditsolutions/Llama-3.1-MedIT-SUN-8B,hf://datasets/open-llm-leaderboard/meditsolutions__Llama-3.1-MedIT-SUN-8B-details/meditsolutions__Llama-3.1-MedIT-SUN-8B/samples_leaderboard_mmlu_pro_2024-11-07T00-29-13.110871.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/meditsolutions__Llama-3.1-MedIT-SUN-8B-details
arcee-ai/Llama-3.1-SuperNova-Lite,hf://datasets/open-llm-leaderboard/arcee-ai__Llama-3.1-SuperNova-Lite-details/arcee-ai__Llama-3.1-SuperNova-Lite/samples_leaderboard_mmlu_pro_2024-09-18T15-23-41.201451.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/arcee-ai__Llama-3.1-SuperNova-Lite-details
Dampfinchen/Llama-3.1-8B-Ultra-Instruct,hf://datasets/open-llm-leaderboard/Dampfinchen__Llama-3.1-8B-Ultra-Instruct-details/Dampfinchen__Llama-3.1-8B-Ultra-Instruct/samples_leaderboard_mmlu_pro_2024-09-02T16-31-28.146511.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Dampfinchen__Llama-3.1-8B-Ultra-Instruct-details
failspy/Meta-Llama-3-70B-Instruct-abliterated-v3.5,hf://datasets/open-llm-leaderboard/failspy__Meta-Llama-3-70B-Instruct-abliterated-v3.5-details/failspy__Meta-Llama-3-70B-Instruct-abliterated-v3.5/samples_leaderboard_mmlu_pro_2024-09-02T23-54-59.562583.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/failspy__Meta-Llama-3-70B-Instruct-abliterated-v3.5-details
ZeroXClem/Qwen-2.5-Aether-SlerpFusion-7B,hf://datasets/open-llm-leaderboard/ZeroXClem__Qwen-2.5-Aether-SlerpFusion-7B-details/ZeroXClem__Qwen-2.5-Aether-SlerpFusion-7B/samples_leaderboard_mmlu_pro_2024-11-21T13-44-53.382689.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/ZeroXClem__Qwen-2.5-Aether-SlerpFusion-7B-details
Nohobby/MS-Schisandra-22B-v0.1,hf://datasets/open-llm-leaderboard/Nohobby__MS-Schisandra-22B-v0.1-details/Nohobby__MS-Schisandra-22B-v0.1/samples_leaderboard_mmlu_pro_2024-10-30T17-33-49.781434.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Nohobby__MS-Schisandra-22B-v0.1-details
jeffmeloy/Qwen2.5-7B-olm-v1.0,hf://datasets/open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-olm-v1.0-details/jeffmeloy__Qwen2.5-7B-olm-v1.0/samples_leaderboard_mmlu_pro_2024-12-18T02-50-06.716181.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-olm-v1.0-details
DreadPoor/Condensed_Milk-8B-Model_Stock,hf://datasets/open-llm-leaderboard/DreadPoor__Condensed_Milk-8B-Model_Stock-details/DreadPoor__Condensed_Milk-8B-Model_Stock/samples_leaderboard_mmlu_pro_2024-11-27T14-59-58.204848.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DreadPoor__Condensed_Milk-8B-Model_Stock-details
AELLM/gemma-2-lyco-infinity-9b,hf://datasets/open-llm-leaderboard/AELLM__gemma-2-lyco-infinity-9b-details/AELLM__gemma-2-lyco-infinity-9b/samples_leaderboard_mmlu_pro_2024-10-10T12-58-52.149709.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/AELLM__gemma-2-lyco-infinity-9b-details
recoilme/recoilme-gemma-2-9B-v0.2,hf://datasets/open-llm-leaderboard/recoilme__recoilme-gemma-2-9B-v0.2-details/recoilme__recoilme-gemma-2-9B-v0.2/samples_leaderboard_mmlu_pro_2024-09-28T11-23-33.411026.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/recoilme__recoilme-gemma-2-9B-v0.2-details
theprint/ReWiz-Qwen-2.5-14B,hf://datasets/open-llm-leaderboard/theprint__ReWiz-Qwen-2.5-14B-details/theprint__ReWiz-Qwen-2.5-14B/samples_leaderboard_mmlu_pro_2024-11-11T05-36-02.473261.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/theprint__ReWiz-Qwen-2.5-14B-details
Aashraf995/Creative-7B-nerd,hf://datasets/open-llm-leaderboard/Aashraf995__Creative-7B-nerd-details/Aashraf995__Creative-7B-nerd/samples_leaderboard_mmlu_pro_2024-12-18T03-17-53.359820.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Aashraf995__Creative-7B-nerd-details
akjindal53244/Llama-3.1-Storm-8B,hf://datasets/open-llm-leaderboard/akjindal53244__Llama-3.1-Storm-8B-details/akjindal53244__Llama-3.1-Storm-8B/samples_leaderboard_mmlu_pro_2024-11-26T09-13-30.536297.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/akjindal53244__Llama-3.1-Storm-8B-details
T145/ZEUS-8B-V2L2,hf://datasets/open-llm-leaderboard/T145__ZEUS-8B-V2L2-details/T145__ZEUS-8B-V2L2/samples_leaderboard_mmlu_pro_2024-12-03T19-49-48.935147.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/T145__ZEUS-8B-V2L2-details
VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct,hf://datasets/open-llm-leaderboard/VAGOsolutions__Llama-3.1-SauerkrautLM-8b-Instruct-details/VAGOsolutions__Llama-3.1-SauerkrautLM-8b-Instruct/samples_leaderboard_mmlu_pro_2024-07-31T15-15-04.784035.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/VAGOsolutions__Llama-3.1-SauerkrautLM-8b-Instruct-details
mistralai/Mistral-Small-Instruct-2409,hf://datasets/open-llm-leaderboard/mistralai__Mistral-Small-Instruct-2409-details/mistralai__Mistral-Small-Instruct-2409/samples_leaderboard_mmlu_pro_2024-09-25T04-27-26.494709.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/mistralai__Mistral-Small-Instruct-2409-details
sethuiyer/Qwen2.5-7B-Anvita,hf://datasets/open-llm-leaderboard/sethuiyer__Qwen2.5-7B-Anvita-details/sethuiyer__Qwen2.5-7B-Anvita/samples_leaderboard_mmlu_pro_2024-10-27T11-40-06.834908.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/sethuiyer__Qwen2.5-7B-Anvita-details
recoilme/Gemma-2-Ataraxy-Gemmasutra-9B-slerp,hf://datasets/open-llm-leaderboard/recoilme__Gemma-2-Ataraxy-Gemmasutra-9B-slerp-details/recoilme__Gemma-2-Ataraxy-Gemmasutra-9B-slerp/samples_leaderboard_mmlu_pro_2024-09-28T11-21-11.604768.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/recoilme__Gemma-2-Ataraxy-Gemmasutra-9B-slerp-details
DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst,hf://datasets/open-llm-leaderboard/DeepAutoAI__ldm_soup_Llama-3.1-8B-Inst-details/DeepAutoAI__ldm_soup_Llama-3.1-8B-Inst/samples_leaderboard_mmlu_pro_2024-10-10T08-19-12.512069.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DeepAutoAI__ldm_soup_Llama-3.1-8B-Inst-details
Qwen/Qwen1.5-110B,hf://datasets/open-llm-leaderboard/Qwen__Qwen1.5-110B-details/Qwen__Qwen1.5-110B/samples_leaderboard_mmlu_pro_2024-06-25T12-07-08.632481.json,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-110B-details
DreadPoor/Matryoshka-8B-LINEAR,hf://datasets/open-llm-leaderboard/DreadPoor__Matryoshka-8B-LINEAR-details/DreadPoor__Matryoshka-8B-LINEAR/samples_leaderboard_mmlu_pro_2024-12-02T06-08-23.925788.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DreadPoor__Matryoshka-8B-LINEAR-details
abacusai/Smaug-72B-v0.1,hf://datasets/open-llm-leaderboard/abacusai__Smaug-72B-v0.1-details/abacusai__Smaug-72B-v0.1/samples_leaderboard_mmlu_pro_2024-06-17T10-29-44.904089.json,https://huggingface.co/datasets/open-llm-leaderboard/abacusai__Smaug-72B-v0.1-details
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,hf://datasets/open-llm-leaderboard/DeepAutoAI__ldm_soup_Llama-3.1-8B-Instruct-v0.0-details/DeepAutoAI__ldm_soup_Llama-3.1-8B-Instruct-v0.0/samples_leaderboard_mmlu_pro_2024-09-16T00-55-20.303513.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DeepAutoAI__ldm_soup_Llama-3.1-8B-Instruct-v0.0-details
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.1,hf://datasets/open-llm-leaderboard/DeepAutoAI__ldm_soup_Llama-3.1-8B-Instruct-v0.1-details/DeepAutoAI__ldm_soup_Llama-3.1-8B-Instruct-v0.1/samples_leaderboard_mmlu_pro_2024-09-16T11-07-45.732075.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DeepAutoAI__ldm_soup_Llama-3.1-8B-Instruct-v0.1-details
CohereForAI/aya-expanse-32b,hf://datasets/open-llm-leaderboard/CohereForAI__aya-expanse-32b-details/CohereForAI__aya-expanse-32b/samples_leaderboard_mmlu_pro_2024-10-24T23-13-12.725496.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/CohereForAI__aya-expanse-32b-details
EpistemeAI2/Fireball-Phi-3-medium-4k-inst-Philos,hf://datasets/open-llm-leaderboard/EpistemeAI2__Fireball-Phi-3-medium-4k-inst-Philos-details/EpistemeAI2__Fireball-Phi-3-medium-4k-inst-Philos/samples_leaderboard_mmlu_pro_2024-09-21T11-05-45.666210.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/EpistemeAI2__Fireball-Phi-3-medium-4k-inst-Philos-details
anthracite-org/magnum-v3-34b,hf://datasets/open-llm-leaderboard/anthracite-org__magnum-v3-34b-details/anthracite-org__magnum-v3-34b/samples_leaderboard_mmlu_pro_2024-09-19T08-15-55.818921.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/anthracite-org__magnum-v3-34b-details
T145/ZEUS-8B-V4,hf://datasets/open-llm-leaderboard/T145__ZEUS-8B-V4-details/T145__ZEUS-8B-V4/samples_leaderboard_mmlu_pro_2024-12-06T06-27-38.372749.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/T145__ZEUS-8B-V4-details
T145/Llama-3.1-8B-Instruct-Zeus,hf://datasets/open-llm-leaderboard/T145__Llama-3.1-8B-Instruct-Zeus-details/T145__Llama-3.1-8B-Instruct-Zeus/samples_leaderboard_mmlu_pro_2024-11-29T23-06-20.324831.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/T145__Llama-3.1-8B-Instruct-Zeus-details
DeepMount00/Llama-3.1-Distilled,hf://datasets/open-llm-leaderboard/DeepMount00__Llama-3.1-Distilled-details/DeepMount00__Llama-3.1-Distilled/samples_leaderboard_mmlu_pro_2024-10-25T16-30-54.674107.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DeepMount00__Llama-3.1-Distilled-details
T145/ZEUS-8B-V3,hf://datasets/open-llm-leaderboard/T145__ZEUS-8B-V3-details/T145__ZEUS-8B-V3/samples_leaderboard_mmlu_pro_2024-12-05T17-19-57.444599.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/T145__ZEUS-8B-V3-details
djuna/L3.1-Promissum_Mane-8B-Della-1.5-calc,hf://datasets/open-llm-leaderboard/djuna__L3.1-Promissum_Mane-8B-Della-1.5-calc-details/djuna__L3.1-Promissum_Mane-8B-Della-1.5-calc/samples_leaderboard_mmlu_pro_2024-10-29T15-01-50.274083.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/djuna__L3.1-Promissum_Mane-8B-Della-1.5-calc-details
spow12/ChatWaifu_22B_v2.0_preview,hf://datasets/open-llm-leaderboard/spow12__ChatWaifu_22B_v2.0_preview-details/spow12__ChatWaifu_22B_v2.0_preview/samples_leaderboard_mmlu_pro_2024-09-24T13-20-30.733494.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/spow12__ChatWaifu_22B_v2.0_preview-details
01-ai/Yi-1.5-9B-Chat,hf://datasets/open-llm-leaderboard/01-ai__Yi-1.5-9B-Chat-details/01-ai__Yi-1.5-9B-Chat/samples_leaderboard_mmlu_pro_2024-06-17T09-46-28.414421.json,https://huggingface.co/datasets/open-llm-leaderboard/01-ai__Yi-1.5-9B-Chat-details
experiment-llm/exp-3-q-r,hf://datasets/open-llm-leaderboard/experiment-llm__exp-3-q-r-details/experiment-llm__exp-3-q-r/samples_leaderboard_mmlu_pro_2024-12-03T19-48-44.077643.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/experiment-llm__exp-3-q-r-details
paloalma/ECE-TW3-JRGL-V5,hf://datasets/open-llm-leaderboard/paloalma__ECE-TW3-JRGL-V5-details/paloalma__ECE-TW3-JRGL-V5/samples_leaderboard_mmlu_pro_2024-09-14T11-59-47.002604.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/paloalma__ECE-TW3-JRGL-V5-details
qingy2019/Qwen2.5-Ultimate-14B-Instruct,hf://datasets/open-llm-leaderboard/qingy2019__Qwen2.5-Ultimate-14B-Instruct-details/qingy2019__Qwen2.5-Ultimate-14B-Instruct/samples_leaderboard_mmlu_pro_2024-12-04T01-04-16.559323.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/qingy2019__Qwen2.5-Ultimate-14B-Instruct-details
hotmailuser/Qwen2.5-HomerSlerp-7B,hf://datasets/open-llm-leaderboard/hotmailuser__Qwen2.5-HomerSlerp-7B-details/hotmailuser__Qwen2.5-HomerSlerp-7B/samples_leaderboard_mmlu_pro_2024-12-07T17-49-11.339082.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/hotmailuser__Qwen2.5-HomerSlerp-7B-details
DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0,hf://datasets/open-llm-leaderboard/DeepAutoAI__d2nwg_Llama-3.1-8B-Instruct-v0.0-details/DeepAutoAI__d2nwg_Llama-3.1-8B-Instruct-v0.0/samples_leaderboard_mmlu_pro_2024-09-12T00-17-43.652795.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DeepAutoAI__d2nwg_Llama-3.1-8B-Instruct-v0.0-details
anthracite-org/magnum-v3-27b-kto,hf://datasets/open-llm-leaderboard/anthracite-org__magnum-v3-27b-kto-details/anthracite-org__magnum-v3-27b-kto/samples_leaderboard_mmlu_pro_2024-09-24T11-41-02.440205.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/anthracite-org__magnum-v3-27b-kto-details
Qwen/Qwen1.5-32B-Chat,hf://datasets/open-llm-leaderboard/Qwen__Qwen1.5-32B-Chat-details/Qwen__Qwen1.5-32B-Chat/samples_leaderboard_mmlu_pro_2024-06-25T21-18-30.710867.json,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen1.5-32B-Chat-details
AALF/FuseChat-Llama-3.1-8B-SFT-preview,hf://datasets/open-llm-leaderboard/AALF__FuseChat-Llama-3.1-8B-SFT-preview-details/AALF__FuseChat-Llama-3.1-8B-SFT-preview/samples_leaderboard_mmlu_pro_2024-11-21T13-45-14.605333.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/AALF__FuseChat-Llama-3.1-8B-SFT-preview-details
IntervitensInc/internlm2_5-20b-llamafied,hf://datasets/open-llm-leaderboard/IntervitensInc__internlm2_5-20b-llamafied-details/IntervitensInc__internlm2_5-20b-llamafied/samples_leaderboard_mmlu_pro_2024-11-11T12-07-29.151211.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/IntervitensInc__internlm2_5-20b-llamafied-details
nhyha/N3N_gemma-2-9b-it_20241110_2026,hf://datasets/open-llm-leaderboard/nhyha__N3N_gemma-2-9b-it_20241110_2026-details/nhyha__N3N_gemma-2-9b-it_20241110_2026/samples_leaderboard_mmlu_pro_2024-11-12T08-54-24.495501.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/nhyha__N3N_gemma-2-9b-it_20241110_2026-details
DreadPoor/Promissum_Mane-8B-LINEAR,hf://datasets/open-llm-leaderboard/DreadPoor__Promissum_Mane-8B-LINEAR-details/DreadPoor__Promissum_Mane-8B-LINEAR/samples_leaderboard_mmlu_pro_2024-10-02T02-01-55.174584.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DreadPoor__Promissum_Mane-8B-LINEAR-details
Gunulhona/Gemma-Ko-Merge,hf://datasets/open-llm-leaderboard/Gunulhona__Gemma-Ko-Merge-details/Gunulhona__Gemma-Ko-Merge/samples_leaderboard_mmlu_pro_2024-10-29T06-01-37.065452.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Gunulhona__Gemma-Ko-Merge-details
spow12/ChatWaifu_v2.0_22B,hf://datasets/open-llm-leaderboard/spow12__ChatWaifu_v2.0_22B-details/spow12__ChatWaifu_v2.0_22B/samples_leaderboard_mmlu_pro_2024-10-15T06-13-28.019722.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/spow12__ChatWaifu_v2.0_22B-details
SicariusSicariiStuff/Qwen2.5-14B_Uncensored_Instruct,hf://datasets/open-llm-leaderboard/SicariusSicariiStuff__Qwen2.5-14B_Uncensored_Instruct-details/SicariusSicariiStuff__Qwen2.5-14B_Uncensored_Instruct/samples_leaderboard_mmlu_pro_2024-09-23T18-19-07.561604.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/SicariusSicariiStuff__Qwen2.5-14B_Uncensored_Instruct-details
DeepAutoAI/Explore_Llama-3.1-8B-Inst,hf://datasets/open-llm-leaderboard/DeepAutoAI__Explore_Llama-3.1-8B-Inst-details/DeepAutoAI__Explore_Llama-3.1-8B-Inst/samples_leaderboard_mmlu_pro_2024-10-10T07-07-06.671229.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DeepAutoAI__Explore_Llama-3.1-8B-Inst-details
moeru-ai/L3.1-Moe-2x8B-v0.2,hf://datasets/open-llm-leaderboard/moeru-ai__L3.1-Moe-2x8B-v0.2-details/moeru-ai__L3.1-Moe-2x8B-v0.2/samples_leaderboard_mmlu_pro_2024-10-25T16-33-51.394309.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/moeru-ai__L3.1-Moe-2x8B-v0.2-details
rhymes-ai/Aria,hf://datasets/open-llm-leaderboard/rhymes-ai__Aria-details/rhymes-ai__Aria/samples_leaderboard_mmlu_pro_2024-10-10T14-41-44.284643.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/rhymes-ai__Aria-details
abhishek/autotrain-llama3-70b-orpo-v2,hf://datasets/open-llm-leaderboard/abhishek__autotrain-llama3-70b-orpo-v2-details/abhishek__autotrain-llama3-70b-orpo-v2/samples_leaderboard_mmlu_pro_2024-09-03T02-08-56.485039.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/abhishek__autotrain-llama3-70b-orpo-v2-details
byroneverson/Mistral-Small-Instruct-2409-abliterated,hf://datasets/open-llm-leaderboard/byroneverson__Mistral-Small-Instruct-2409-abliterated-details/byroneverson__Mistral-Small-Instruct-2409-abliterated/samples_leaderboard_mmlu_pro_2024-10-15T19-32-32.570391.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/byroneverson__Mistral-Small-Instruct-2409-abliterated-details
TheDrummer/Cydonia-22B-v1.2,hf://datasets/open-llm-leaderboard/TheDrummer__Cydonia-22B-v1.2-details/TheDrummer__Cydonia-22B-v1.2/samples_leaderboard_mmlu_pro_2024-10-27T03-16-19.672502.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/TheDrummer__Cydonia-22B-v1.2-details
BoltMonkey/DreadMix,hf://datasets/open-llm-leaderboard/BoltMonkey__DreadMix-details/BoltMonkey__DreadMix/samples_leaderboard_mmlu_pro_2024-10-15T16-43-41.185541.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/BoltMonkey__DreadMix-details
Kukedlc/Qwen-2.5-7b-Spanish-o1-CoT,hf://datasets/open-llm-leaderboard/Kukedlc__Qwen-2.5-7b-Spanish-o1-CoT-details/Kukedlc__Qwen-2.5-7b-Spanish-o1-CoT/samples_leaderboard_mmlu_pro_2024-12-04T02-31-08.583409.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Kukedlc__Qwen-2.5-7b-Spanish-o1-CoT-details
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,hf://datasets/open-llm-leaderboard/AALF__FuseChat-Llama-3.1-8B-Instruct-preview-details/AALF__FuseChat-Llama-3.1-8B-Instruct-preview/samples_leaderboard_mmlu_pro_2024-11-20T12-47-00.610130.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/AALF__FuseChat-Llama-3.1-8B-Instruct-preview-details
meditsolutions/MSH-v1-Bielik-v2.3-Instruct-MedIT-merge,hf://datasets/open-llm-leaderboard/meditsolutions__MSH-v1-Bielik-v2.3-Instruct-MedIT-merge-details/meditsolutions__MSH-v1-Bielik-v2.3-Instruct-MedIT-merge/samples_leaderboard_mmlu_pro_2024-11-06T22-16-21.418473.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/meditsolutions__MSH-v1-Bielik-v2.3-Instruct-MedIT-merge-details
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium-abliterated,hf://datasets/open-llm-leaderboard/cognitivecomputations__dolphin-2.9.2-Phi-3-Medium-abliterated-details/cognitivecomputations__dolphin-2.9.2-Phi-3-Medium-abliterated/samples_leaderboard_mmlu_pro_2024-08-07T00-38-35.707921.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/cognitivecomputations__dolphin-2.9.2-Phi-3-Medium-abliterated-details
T145/ZEUS-8B-V7,hf://datasets/open-llm-leaderboard/T145__ZEUS-8B-V7-details/T145__ZEUS-8B-V7/samples_leaderboard_mmlu_pro_2024-12-11T19-06-51.363966.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/T145__ZEUS-8B-V7-details
NLPark/AnFeng_v3.1-Avocet,hf://datasets/open-llm-leaderboard/NLPark__AnFeng_v3.1-Avocet-details/NLPark__AnFeng_v3.1-Avocet/samples_leaderboard_mmlu_pro_2024-08-12T14-53-00.294800.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/NLPark__AnFeng_v3.1-Avocet-details
Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,hf://datasets/open-llm-leaderboard/Orenguteng__Llama-3.1-8B-Lexi-Uncensored-V2-details/Orenguteng__Llama-3.1-8B-Lexi-Uncensored-V2/samples_leaderboard_mmlu_pro_2024-09-02T17-57-37.858974.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Orenguteng__Llama-3.1-8B-Lexi-Uncensored-V2-details
djuna/L3.1-ForStHS,hf://datasets/open-llm-leaderboard/djuna__L3.1-ForStHS-details/djuna__L3.1-ForStHS/samples_leaderboard_mmlu_pro_2024-09-18T16-48-15.695148.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/djuna__L3.1-ForStHS-details
speakleash/Bielik-11B-v2.3-Instruct,hf://datasets/open-llm-leaderboard/speakleash__Bielik-11B-v2.3-Instruct-details/speakleash__Bielik-11B-v2.3-Instruct/samples_leaderboard_mmlu_pro_2024-10-16T21-58-00.024362.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/speakleash__Bielik-11B-v2.3-Instruct-details
meditsolutions/MedIT-Mesh-3B-Instruct,hf://datasets/open-llm-leaderboard/meditsolutions__MedIT-Mesh-3B-Instruct-details/meditsolutions__MedIT-Mesh-3B-Instruct/samples_leaderboard_mmlu_pro_2024-11-06T17-39-33.504606.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/meditsolutions__MedIT-Mesh-3B-Instruct-details
DeepMount00/Llama-3.1-8b-ITA,hf://datasets/open-llm-leaderboard/DeepMount00__Llama-3.1-8b-Ita-details/DeepMount00__Llama-3.1-8b-ITA/samples_leaderboard_mmlu_pro_2024-10-29T07-38-51.124348.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/DeepMount00__Llama-3.1-8b-ITA-details
meta-llama/Meta-Llama-3.1-8B-Instruct,hf://datasets/open-llm-leaderboard/meta-llama__Meta-Llama-3.1-8B-Instruct-details/meta-llama__Meta-LLama-3.1-8B-Instruct/samples_leaderboard_mmlu_pro_2024-07-19T10-53-21.449243.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/meta-llama__Meta-Llama-3.1-8B-Instruct-details
microsoft/Phi-3.5-mini-instruct,hf://datasets/open-llm-leaderboard/microsoft__Phi-3.5-mini-instruct-details/microsoft__Phi-3.5-mini-instruct/samples_leaderboard_mmlu_pro_2024-08-21T14-30-23.941628.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/microsoft__Phi-3.5-mini-instruct-details
BAAI/Infinity-Instruct-3M-0625-Yi-1.5-9B,hf://datasets/open-llm-leaderboard/BAAI__Infinity-Instruct-3M-0625-Yi-1.5-9B-details/BAAI__Infinity-Instruct-3M-0625-Yi-1.5-9B/samples_leaderboard_mmlu_pro_2024-08-21T05-35-19.299638.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/BAAI__Infinity-Instruct-3M-0625-Yi-1.5-9B-details
Gryphe/Pantheon-RP-Pure-1.6.2-22b-Small,hf://datasets/open-llm-leaderboard/Gryphe__Pantheon-RP-Pure-1.6.2-22b-Small-details/Gryphe__Pantheon-RP-Pure-1.6.2-22b-Small/samples_leaderboard_mmlu_pro_2024-10-16T08-54-52.425894.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Gryphe__Pantheon-RP-Pure-1.6.2-22b-Small-details
tiiuae/Falcon3-Mamba-7B-Instruct,hf://datasets/open-llm-leaderboard/tiiuae__Falcon3-Mamba-7B-Instruct-details/tiiuae__Falcon3-Mamba-7B-Instruct/samples_leaderboard_mmlu_pro_2024-12-13T11-42-41.018624.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/tiiuae__Falcon3-Mamba-7B-Instruct-details
Qwen/Qwen2.5-Coder-7B-Instruct,hf://datasets/open-llm-leaderboard/Qwen__Qwen2.5-Coder-7B-Instruct-details/Qwen__Qwen2.5-Coder-7B-Instruct/samples_leaderboard_mmlu_pro_2024-11-07T03-56-07.930056.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2.5-Coder-7B-Instruct-details
informatiker/Qwen2-7B-Instruct-abliterated,hf://datasets/open-llm-leaderboard/informatiker__Qwen2-7B-Instruct-abliterated-details/informatiker__Qwen2-7B-Instruct-abliterated/samples_leaderboard_mmlu_pro_2024-09-16T06-13-36.942734.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/informatiker__Qwen2-7B-Instruct-abliterated-details
nbeerbower/Mistral-Small-Gutenberg-Doppel-22B,hf://datasets/open-llm-leaderboard/nbeerbower__Mistral-Small-Gutenberg-Doppel-22B-details/nbeerbower__Mistral-Small-Gutenberg-Doppel-22B/samples_leaderboard_mmlu_pro_2024-09-25T13-19-50.574919.jsonl,https://huggingface.co/datasets/open-llm-leaderboard/nbeerbower__Mistral-Small-Gutenberg-Doppel-22B-details
Qwen/Qwen2-7B-Instruct,hf://datasets/open-llm-leaderboard/Qwen__Qwen2-7B-Instruct-details/Qwen__Qwen2-7B-Instruct/samples_leaderboard_mmlu_pro_2024-06-16T18-34-11.511342.json,https://huggingface.co/datasets/open-llm-leaderboard/Qwen__Qwen2-7B-Instruct-details
