,name,sha,precision,type,weight_type,architecture,average_score,has_chat_template,ifeval,bbh,math,gpqa,musr,mmlu_pro,is_not_available_on_hub,is_merged,is_moe,is_flagged,is_official_provider,upload_date,submission_date,generation,base_model,hub_license,hub_hearts,params_billions,co2_cost
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1_bfloat16_e757ba9e4c1a5a43ba3a3e98b44ebbbfe7bf831a_True,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1,e757ba9e4c1a5a43ba3a3e98b44ebbbfe7bf831a,bfloat16,chatmodels,Original,Qwen2ForCausalLM,24.684283405688316,True,"{'name': 'IFEval', 'value': 0.6626296005709296, 'normalized_score': 66.26296005709295}","{'name': 'BBH', 'value': 0.48640249867140106, 'normalized_score': 26.661152209882328}","{'name': 'MATH Level 5', 'value': 0.13293051359516617, 'normalized_score': 13.293051359516618}","{'name': 'GPQA', 'value': 0.28691275167785235, 'normalized_score': 4.921700223713646}","{'name': 'MUSR', 'value': 0.38429166666666664, 'normalized_score': 5.303125}","{'name': 'MMLU-PRO', 'value': 0.3849734042553192, 'normalized_score': 31.663711583924346}",True,False,False,False,False,2024-11-01,2024-11-09,1,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1 (Merge),apache-2.0,0,7.616,1.368201065409928
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2_bfloat16_8ba84532e3eea17c821f96f3e80bec7c9d8b3799_False,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2,8ba84532e3eea17c821f96f3e80bec7c9d8b3799,bfloat16,chatmodels,Original,Qwen2ForCausalLM,23.398595020008255,False,"{'name': 'IFEval', 'value': 0.49646715160219335, 'normalized_score': 49.64671516021933}","{'name': 'BBH', 'value': 0.494592979290867, 'normalized_score': 27.660911941379897}","{'name': 'MATH Level 5', 'value': 0.12084592145015106, 'normalized_score': 12.084592145015106}","{'name': 'GPQA', 'value': 0.3036912751677852, 'normalized_score': 7.158836689038028}","{'name': 'MUSR', 'value': 0.41724999999999995, 'normalized_score': 10.856249999999998}","{'name': 'MMLU-PRO', 'value': 0.3968583776595745, 'normalized_score': 32.98426418439716}",True,False,False,False,False,2024-11-01,2024-11-09,1,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2 (Merge),apache-2.0,0,7.616,1.251827084819927
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3_bfloat16_db61c49ae128777c4b893ab544975df349052d66_False,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3,db61c49ae128777c4b893ab544975df349052d66,bfloat16,chatmodels,Original,Qwen2ForCausalLM,24.06198639675365,False,"{'name': 'IFEval', 'value': 0.49951462120506923, 'normalized_score': 49.95146212050692}","{'name': 'BBH', 'value': 0.5026055485090198, 'normalized_score': 28.900263386108733}","{'name': 'MATH Level 5', 'value': 0.12311178247734139, 'normalized_score': 12.311178247734139}","{'name': 'GPQA', 'value': 0.31291946308724833, 'normalized_score': 8.389261744966444}","{'name': 'MUSR', 'value': 0.41873958333333333, 'normalized_score': 11.309114583333331}","{'name': 'MMLU-PRO', 'value': 0.4015957446808511, 'normalized_score': 33.51063829787233}",True,False,False,False,False,2024-11-03,2024-11-09,1,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3 (Merge),apache-2.0,0,7.0,1.230700447758749
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.4_bfloat16_7da97922062bae96d0e694fbd3a5f1c06cf375b6_False,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.4,7da97922062bae96d0e694fbd3a5f1c06cf375b6,bfloat16,chatmodels,Original,Qwen2ForCausalLM,31.56603265287841,False,"{'name': 'IFEval', 'value': 0.6078748830879843, 'normalized_score': 60.78748830879843}","{'name': 'BBH', 'value': 0.5467076263362468, 'normalized_score': 34.85601776135507}","{'name': 'MATH Level 5', 'value': 0.2809667673716012, 'normalized_score': 28.09667673716012}","{'name': 'GPQA', 'value': 0.3238255033557047, 'normalized_score': 9.843400447427292}","{'name': 'MUSR', 'value': 0.47138541666666667, 'normalized_score': 17.82317708333333}","{'name': 'MMLU-PRO', 'value': 0.44190492021276595, 'normalized_score': 37.98943557919622}",True,False,False,False,False,2024-11-16,2024-11-17,1,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.4 (Merge),apache-2.0,1,7.616,1.3226161315672365
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5_bfloat16_055cf43cab9027de7e548728dc231afea6a3dfd1_False,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5,055cf43cab9027de7e548728dc231afea6a3dfd1,bfloat16,chatmodels,Original,Qwen2ForCausalLM,31.834944840883523,False,"{'name': 'IFEval', 'value': 0.5650352176669016, 'normalized_score': 56.50352176669016}","{'name': 'BBH', 'value': 0.5522599149696679, 'normalized_score': 35.92532095316597}","{'name': 'MATH Level 5', 'value': 0.2756797583081571, 'normalized_score': 27.567975830815712}","{'name': 'GPQA', 'value': 0.3271812080536913, 'normalized_score': 10.290827740492169}","{'name': 'MUSR', 'value': 0.49820833333333336, 'normalized_score': 22.409375}","{'name': 'MMLU-PRO', 'value': 0.44481382978723405, 'normalized_score': 38.31264775413712}",True,False,False,False,False,2024-11-16,2024-11-17,1,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5 (Merge),apache-2.0,1,7.616,1.3682022783351009
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.7_bfloat16_a27917d12ac64d91a86afee9953bce6d1a9b6424_False,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.7,a27917d12ac64d91a86afee9953bce6d1a9b6424,bfloat16,chatmodels,Original,Qwen2ForCausalLM,28.677649337210752,False,"{'name': 'IFEval', 'value': 0.4201551882338861, 'normalized_score': 42.01551882338861}","{'name': 'BBH', 'value': 0.5391718355132782, 'normalized_score': 33.83351101288335}","{'name': 'MATH Level 5', 'value': 0.29154078549848944, 'normalized_score': 29.154078549848943}","{'name': 'GPQA', 'value': 0.3238255033557047, 'normalized_score': 9.843400447427292}","{'name': 'MUSR', 'value': 0.48484375, 'normalized_score': 20.77213541666666}","{'name': 'MMLU-PRO', 'value': 0.42802526595744683, 'normalized_score': 36.44725177304965}",True,False,False,False,False,2024-11-16,2024-11-17,1,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.7 (Merge),apache-2.0,1,7.616,1.329739617643981
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.8_bfloat16_31828a485faf437ff56a00769c1192a60f740ccf_False,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.8,31828a485faf437ff56a00769c1192a60f740ccf,bfloat16,chatmodels,Original,Qwen2ForCausalLM,31.635927180803225,False,"{'name': 'IFEval', 'value': 0.6255601803215468, 'normalized_score': 62.55601803215468}","{'name': 'BBH', 'value': 0.5446899383425835, 'normalized_score': 34.6046086730829}","{'name': 'MATH Level 5', 'value': 0.270392749244713, 'normalized_score': 27.0392749244713}","{'name': 'GPQA', 'value': 0.3238255033557047, 'normalized_score': 9.843400447427292}","{'name': 'MUSR', 'value': 0.47671875, 'normalized_score': 18.62317708333333}","{'name': 'MMLU-PRO', 'value': 0.4343417553191489, 'normalized_score': 37.149083924349874}",True,False,False,False,False,2024-11-16,2025-01-17,1,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.8 (Merge),apache-2.0,4,7.616,1.3407312154562863
jeffmeloy/Qwen2.5-7B-olm-v1.0_bfloat16_b8fffe13667329448267eba531f69c02bf7023f7_False,jeffmeloy/Qwen2.5-7B-olm-v1.0,b8fffe13667329448267eba531f69c02bf7023f7,bfloat16,chatmodels,Original,Qwen2ForCausalLM,30.108563094878495,False,"{'name': 'IFEval', 'value': 0.5331365222055258, 'normalized_score': 53.313652220552584}","{'name': 'BBH', 'value': 0.5659918212629057, 'normalized_score': 38.22235774647793}","{'name': 'MATH Level 5', 'value': 0.2862537764350453, 'normalized_score': 28.625377643504528}","{'name': 'GPQA', 'value': 0.32046979865771813, 'normalized_score': 9.395973154362418}","{'name': 'MUSR', 'value': 0.42776041666666664, 'normalized_score': 11.470052083333336}","{'name': 'MMLU-PRO', 'value': 0.4566156914893617, 'normalized_score': 39.623965721040186}",True,False,False,False,False,2024-12-12,2024-12-12,1,jeffmeloy/Qwen2.5-7B-olm-v1.0 (Merge),apache-2.0,2,7.616,1.8342811688561649
jeffmeloy/Qwen2.5-7B-olm-v1.1_bfloat16_7766302f72fe26d401f37fdeaa37cf5d4a5b183d_False,jeffmeloy/Qwen2.5-7B-olm-v1.1,7766302f72fe26d401f37fdeaa37cf5d4a5b183d,bfloat16,chatmodels,Original,Qwen2ForCausalLM,30.253116755964555,False,"{'name': 'IFEval', 'value': 0.4329445870290828, 'normalized_score': 43.29445870290829}","{'name': 'BBH', 'value': 0.5478077656573704, 'normalized_score': 35.43051618397058}","{'name': 'MATH Level 5', 'value': 0.38293051359516617, 'normalized_score': 38.29305135951662}","{'name': 'GPQA', 'value': 0.3087248322147651, 'normalized_score': 7.829977628635347}","{'name': 'MUSR', 'value': 0.48081250000000003, 'normalized_score': 19.4015625}","{'name': 'MMLU-PRO', 'value': 0.4354222074468085, 'normalized_score': 37.2691341607565}",True,False,False,False,False,2024-12-29,2024-12-29,1,jeffmeloy/Qwen2.5-7B-olm-v1.1 (Merge),apache-2.0,1,7.616,1.245356561264993
jeffmeloy/Qwen2.5-7B-olm-v1.2_bfloat16_f48d6dd328dc60ccec91234b8240e2be6cc4e599_False,jeffmeloy/Qwen2.5-7B-olm-v1.2,f48d6dd328dc60ccec91234b8240e2be6cc4e599,bfloat16,chatmodels,Original,Qwen2ForCausalLM,28.53753917623895,False,"{'name': 'IFEval', 'value': 0.42025492360270744, 'normalized_score': 42.025492360270746}","{'name': 'BBH', 'value': 0.5533340429711561, 'normalized_score': 36.44070084062748}","{'name': 'MATH Level 5', 'value': 0.2847432024169184, 'normalized_score': 28.474320241691842}","{'name': 'GPQA', 'value': 0.31711409395973156, 'normalized_score': 8.948545861297541}","{'name': 'MUSR', 'value': 0.46878125, 'normalized_score': 17.697656249999998}","{'name': 'MMLU-PRO', 'value': 0.4387466755319149, 'normalized_score': 37.63851950354609}",True,False,False,False,False,2025-01-01,2025-01-01,1,jeffmeloy/Qwen2.5-7B-olm-v1.2 (Merge),apache-2.0,1,7.616,1.228986153444949
jeffmeloy/Qwen2.5-7B-olm-v1.3_bfloat16_07d2bc3e931a0e20f2de32a6582b52f345be1425_False,jeffmeloy/Qwen2.5-7B-olm-v1.3,07d2bc3e931a0e20f2de32a6582b52f345be1425,bfloat16,chatmodels,Original,Qwen2ForCausalLM,29.2967667117791,False,"{'name': 'IFEval', 'value': 0.4218540140161438, 'normalized_score': 42.185401401614385}","{'name': 'BBH', 'value': 0.5531852688351706, 'normalized_score': 36.40248084197368}","{'name': 'MATH Level 5', 'value': 0.3104229607250755, 'normalized_score': 31.042296072507554}","{'name': 'GPQA', 'value': 0.3213087248322148, 'normalized_score': 9.507829977628639}","{'name': 'MUSR', 'value': 0.4700520833333333, 'normalized_score': 18.08984375}","{'name': 'MMLU-PRO', 'value': 0.44697473404255317, 'normalized_score': 38.55274822695035}",True,False,False,False,False,2025-01-17,2025-01-18,1,jeffmeloy/Qwen2.5-7B-olm-v1.3 (Merge),apache-2.0,1,7.616,1.2636960715772714
jeffmeloy/Qwen2.5-7B-olm-v1.4_bfloat16_63f9f26dbaee773f651eb95b66a110604934dfb1_False,jeffmeloy/Qwen2.5-7B-olm-v1.4,63f9f26dbaee773f651eb95b66a110604934dfb1,bfloat16,chatmodels,Original,Qwen2ForCausalLM,29.182337218829193,False,"{'name': 'IFEval', 'value': 0.4545018329144448, 'normalized_score': 45.450183291444475}","{'name': 'BBH', 'value': 0.5581962445576828, 'normalized_score': 36.64655745900427}","{'name': 'MATH Level 5', 'value': 0.29229607250755285, 'normalized_score': 29.229607250755286}","{'name': 'GPQA', 'value': 0.31208053691275167, 'normalized_score': 8.277404921700223}","{'name': 'MUSR', 'value': 0.46220833333333333, 'normalized_score': 17.07604166666667}","{'name': 'MMLU-PRO', 'value': 0.4457280585106383, 'normalized_score': 38.41422872340425}",True,False,False,False,False,2025-01-30,2025-01-30,1,jeffmeloy/Qwen2.5-7B-olm-v1.4 (Merge),apache-2.0,0,7.616,1.2292866933893654
jeffmeloy/Qwen2.5-7B-olm-v1.5_bfloat16_ad31c67411c01905d510728f03da46d51fe75d3b_False,jeffmeloy/Qwen2.5-7B-olm-v1.5,ad31c67411c01905d510728f03da46d51fe75d3b,bfloat16,basemergesandmoerges,Original,Qwen2ForCausalLM,29.23575275519298,False,"{'name': 'IFEval', 'value': 0.4546514359676769, 'normalized_score': 45.46514359676769}","{'name': 'BBH', 'value': 0.5543943528577703, 'normalized_score': 36.63313094998246}","{'name': 'MATH Level 5', 'value': 0.28172205438066467, 'normalized_score': 28.172205438066467}","{'name': 'GPQA', 'value': 0.33976510067114096, 'normalized_score': 11.968680089485462}","{'name': 'MUSR', 'value': 0.4539270833333333, 'normalized_score': 15.407552083333336}","{'name': 'MMLU-PRO', 'value': 0.43991023936170215, 'normalized_score': 37.76780437352246}",True,False,False,False,False,2025-02-27,2025-02-27,1,jeffmeloy/Qwen2.5-7B-olm-v1.5 (Merge),apache-2.0,1,7.616,1.025089690934133
jeffmeloy/jeffmeloy_Qwen2.5-7B-minperplexity-1_bfloat16_8ae87cfb63b5afcb0a8aca3b7ba9b8044cc3ba0e_False,jeffmeloy/jeffmeloy_Qwen2.5-7B-minperplexity-1,8ae87cfb63b5afcb0a8aca3b7ba9b8044cc3ba0e,bfloat16,chatmodels,Original,Qwen2ForCausalLM,27.475832080246903,False,"{'name': 'IFEval', 'value': 0.37571643239936703, 'normalized_score': 37.571643239936705}","{'name': 'BBH', 'value': 0.5582354546195324, 'normalized_score': 37.821507463733965}","{'name': 'MATH Level 5', 'value': 0.29154078549848944, 'normalized_score': 29.154078549848943}","{'name': 'GPQA', 'value': 0.33221476510067116, 'normalized_score': 10.96196868008949}","{'name': 'MUSR', 'value': 0.42903125, 'normalized_score': 11.928906250000002}","{'name': 'MMLU-PRO', 'value': 0.4367519946808511, 'normalized_score': 37.41688829787233}",True,False,False,False,False,2024-11-27,2024-11-27,1,jeffmeloy/jeffmeloy_Qwen2.5-7B-minperplexity-1 (Merge),apache-2.0,2,7.616,1.8395922038311505
jeonsworld/CarbonVillain-en-10.7B-v4_float16_57d6ad4d705d336aba228356683d9f221507440a_True,jeonsworld/CarbonVillain-en-10.7B-v4,57d6ad4d705d336aba228356683d9f221507440a,float16,basemergesandmoerges,Original,LlamaForCausalLM,20.328676385842854,True,"{'name': 'IFEval', 'value': 0.45792386423578324, 'normalized_score': 45.79238642357833}","{'name': 'BBH', 'value': 0.516795955873779, 'normalized_score': 31.80563982727619}","{'name': 'MATH Level 5', 'value': 0.04682779456193353, 'normalized_score': 4.682779456193353}","{'name': 'GPQA', 'value': 0.3062080536912752, 'normalized_score': 7.494407158836691}","{'name': 'MUSR', 'value': 0.3965416666666666, 'normalized_score': 8.401041666666663}","{'name': 'MMLU-PRO', 'value': 0.31416223404255317, 'normalized_score': 23.795803782505907}",True,True,False,False,False,2023-12-30,2024-07-25,0,jeonsworld/CarbonVillain-en-10.7B-v4,cc-by-nc-sa-4.0,6,10.732,1.5394617546627765
jiangxinyang-shanda/Homer-LLama3-8B_bfloat16_550cdaea5feac5df9b0984bda14d00570daa4437_True,jiangxinyang-shanda/Homer-LLama3-8B,550cdaea5feac5df9b0984bda14d00570daa4437,bfloat16,chatmodels,Original,LlamaForCausalLM,19.91583079813962,True,"{'name': 'IFEval', 'value': 0.3991719748046295, 'normalized_score': 39.917197480462946}","{'name': 'BBH', 'value': 0.5173242047543128, 'normalized_score': 31.69897508701321}","{'name': 'MATH Level 5', 'value': 0.08610271903323263, 'normalized_score': 8.610271903323262}","{'name': 'GPQA', 'value': 0.29697986577181207, 'normalized_score': 6.263982102908276}","{'name': 'MUSR', 'value': 0.40562499999999996, 'normalized_score': 9.236458333333337}","{'name': 'MMLU-PRO', 'value': 0.3139128989361702, 'normalized_score': 23.768099881796687}",False,False,False,False,False,,2024-11-08,0,Removed,,0,8.03,1.392852021486215
jieliu/Storm-7B_bfloat16_71edab8ee6c2578e428b0359158fb0d43133e989_False,jieliu/Storm-7B,71edab8ee6c2578e428b0359158fb0d43133e989,bfloat16,fine-tunedondomain-specificdatasets,Original,MistralForCausalLM,19.763877835116066,False,"{'name': 'IFEval', 'value': 0.3424192254329623, 'normalized_score': 34.24192254329623}","{'name': 'BBH', 'value': 0.5187285371254579, 'normalized_score': 32.33028437916087}","{'name': 'MATH Level 5', 'value': 0.06117824773413897, 'normalized_score': 6.117824773413897}","{'name': 'GPQA', 'value': 0.30788590604026844, 'normalized_score': 7.718120805369126}","{'name': 'MUSR', 'value': 0.4428958333333333, 'normalized_score': 14.628645833333332}","{'name': 'MMLU-PRO', 'value': 0.3119182180851064, 'normalized_score': 23.54646867612293}",True,False,False,False,False,2024-04-25,2024-06-26,2,mistralai/Mistral-7B-v0.1,apache-2.0,41,7.242,1.2238269795492844
jiviai/medX_v2_float16_6df3f9b25063b6ec4aba54341afccd39f0bf98c8_False,jiviai/medX_v2,6df3f9b25063b6ec4aba54341afccd39f0bf98c8,float16,fine-tunedondomain-specificdatasets,Original,LlamaForCausalLM,17.31888331901421,False,"{'name': 'IFEval', 'value': 0.37431792089433813, 'normalized_score': 37.43179208943381}","{'name': 'BBH', 'value': 0.4508721125093523, 'normalized_score': 21.433009954500687}","{'name': 'MATH Level 5', 'value': 0.054380664652567974, 'normalized_score': 5.438066465256798}","{'name': 'GPQA', 'value': 0.32298657718120805, 'normalized_score': 9.731543624161072}","{'name': 'MUSR', 'value': 0.34984375, 'normalized_score': 2.897135416666666}","{'name': 'MMLU-PRO', 'value': 0.34283577127659576, 'normalized_score': 26.981752364066192}",True,False,False,False,False,2024-05-31,2025-01-30,0,jiviai/medX_v2,apache-2.0,12,8.03,1.2845304472152206
jlzhou/Qwen2.5-3B-Infinity-Instruct-0625_float16_94c17462abd991aed582121532dabf867f1b5bce_True,jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,94c17462abd991aed582121532dabf867f1b5bce,float16,fine-tunedondomain-specificdatasets,Original,Qwen2ForCausalLM,18.5491918072634,True,"{'name': 'IFEval', 'value': 0.35575827692744144, 'normalized_score': 35.57582769274414}","{'name': 'BBH', 'value': 0.4773774601029352, 'normalized_score': 26.914542436180227}","{'name': 'MATH Level 5', 'value': 0.13670694864048338, 'normalized_score': 13.670694864048338}","{'name': 'GPQA', 'value': 0.26929530201342283, 'normalized_score': 2.572706935123044}","{'name': 'MUSR', 'value': 0.39809374999999997, 'normalized_score': 8.128385416666667}","{'name': 'MMLU-PRO', 'value': 0.3198969414893617, 'normalized_score': 24.432993498817968}",True,False,False,False,False,2025-01-21,2025-02-07,1,jlzhou/Qwen2.5-3B-Infinity-Instruct-0625 (Merge),other,0,3.086,2.3544383059212852
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.01_bfloat16_f4ebbf27d586e94c63f0a7293f565cbd947b824f_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.01,f4ebbf27d586e94c63f0a7293f565cbd947b824f,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,22.442126802141008,False,"{'name': 'IFEval', 'value': 0.42712447417297217, 'normalized_score': 42.71244741729721}","{'name': 'BBH', 'value': 0.5035519809362171, 'normalized_score': 29.550013804457734}","{'name': 'MATH Level 5', 'value': 0.045317220543806644, 'normalized_score': 4.531722054380665}","{'name': 'GPQA', 'value': 0.3221476510067114, 'normalized_score': 9.61968680089485}","{'name': 'MUSR', 'value': 0.4637604166666667, 'normalized_score': 17.80338541666666}","{'name': 'MMLU-PRO', 'value': 0.37391954787234044, 'normalized_score': 30.43550531914893}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.01 (Merge),apache-2.0,0,8.03,1.9870363955915202
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.1_bfloat16_66c7330e9d04b13a68ea7dcf25bc0a71d144221a_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.1,66c7330e9d04b13a68ea7dcf25bc0a71d144221a,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.44635595224064,False,"{'name': 'IFEval', 'value': 0.42532591302189304, 'normalized_score': 42.5325913021893}","{'name': 'BBH', 'value': 0.5018845446835877, 'normalized_score': 28.607718394442788}","{'name': 'MATH Level 5', 'value': 0.09667673716012085, 'normalized_score': 9.667673716012084}","{'name': 'GPQA', 'value': 0.3011744966442953, 'normalized_score': 6.823266219239373}","{'name': 'MUSR', 'value': 0.41502083333333334, 'normalized_score': 10.777604166666672}","{'name': 'MMLU-PRO', 'value': 0.37242353723404253, 'normalized_score': 30.269281914893615}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.1 (Merge),apache-2.0,0,8.03,1.61644064497357
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.3-gamma-0.01_bfloat16_4a432be239528ffc654955338982f1f32eb12901_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.3-gamma-0.01,4a432be239528ffc654955338982f1f32eb12901,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,20.2797757714617,False,"{'name': 'IFEval', 'value': 0.33774828565982706, 'normalized_score': 33.7748285659827}","{'name': 'BBH', 'value': 0.4917135045463188, 'normalized_score': 28.135682301211705}","{'name': 'MATH Level 5', 'value': 0.010574018126888218, 'normalized_score': 1.0574018126888218}","{'name': 'GPQA', 'value': 0.31208053691275167, 'normalized_score': 8.277404921700223}","{'name': 'MUSR', 'value': 0.5017708333333334, 'normalized_score': 22.288020833333334}","{'name': 'MMLU-PRO', 'value': 0.3533078457446808, 'normalized_score': 28.14531619385342}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.3-gamma-0.01 (Merge),apache-2.0,0,8.03,2.0731261031285424
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.3-gamma-0.1_bfloat16_d6f8ed8dc4b7f74b4312bc0d24aaac275c61958d_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.3-gamma-0.1,d6f8ed8dc4b7f74b4312bc0d24aaac275c61958d,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.833220529017808,False,"{'name': 'IFEval', 'value': 0.4273993005226133, 'normalized_score': 42.73993005226133}","{'name': 'BBH', 'value': 0.5125777877188348, 'normalized_score': 30.51494334374904}","{'name': 'MATH Level 5', 'value': 0.08081570996978851, 'normalized_score': 8.08157099697885}","{'name': 'GPQA', 'value': 0.3087248322147651, 'normalized_score': 7.829977628635347}","{'name': 'MUSR', 'value': 0.42264583333333333, 'normalized_score': 11.397395833333336}","{'name': 'MMLU-PRO', 'value': 0.37391954787234044, 'normalized_score': 30.43550531914893}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.3-gamma-0.1 (Merge),apache-2.0,0,8.03,1.6365972948023049
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01_bfloat16_6ab1392c825907b08eff8fbed4c97a3e6e0d6dd9_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01,6ab1392c825907b08eff8fbed4c97a3e6e0d6dd9,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,19.44753152983463,False,"{'name': 'IFEval', 'value': 0.32036219453272874, 'normalized_score': 32.03621945327288}","{'name': 'BBH', 'value': 0.48835763921755193, 'normalized_score': 27.665794638508448}","{'name': 'MATH Level 5', 'value': 0.0037764350453172208, 'normalized_score': 0.3776435045317221}","{'name': 'GPQA', 'value': 0.30201342281879195, 'normalized_score': 6.935123042505594}","{'name': 'MUSR', 'value': 0.5097708333333334, 'normalized_score': 23.621354166666674}","{'name': 'MMLU-PRO', 'value': 0.33444148936170215, 'normalized_score': 26.049054373522463}",True,True,False,False,False,2024-06-07,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01 (Merge),apache-2.0,0,8.03,2.055803756066905
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.1_bfloat16_a481edaceeaab34f4dc0e90c4d8ec0f72658bbdd_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.1,a481edaceeaab34f4dc0e90c4d8ec0f72658bbdd,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,22.371145290205714,False,"{'name': 'IFEval', 'value': 0.43963904661852776, 'normalized_score': 43.96390466185278}","{'name': 'BBH', 'value': 0.5140041302485145, 'normalized_score': 30.854731427683628}","{'name': 'MATH Level 5', 'value': 0.08006042296072508, 'normalized_score': 8.006042296072508}","{'name': 'GPQA', 'value': 0.3070469798657718, 'normalized_score': 7.606263982102905}","{'name': 'MUSR', 'value': 0.43979166666666664, 'normalized_score': 13.840625000000001}","{'name': 'MMLU-PRO', 'value': 0.36959773936170215, 'normalized_score': 29.955304373522463}",True,True,False,False,False,2024-06-08,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.1 (Merge),apache-2.0,0,8.03,1.6302536002576227
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.01_bfloat16_61f4b44fb917cdb46f0ade9f8fc2a382e0cf67af_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.01,61f4b44fb917cdb46f0ade9f8fc2a382e0cf67af,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,18.480197691407646,False,"{'name': 'IFEval', 'value': 0.2814443454478561, 'normalized_score': 28.14443454478561}","{'name': 'BBH', 'value': 0.4854325756272537, 'normalized_score': 27.16443115792157}","{'name': 'MATH Level 5', 'value': 0.0022658610271903325, 'normalized_score': 0.22658610271903326}","{'name': 'GPQA', 'value': 0.2902684563758389, 'normalized_score': 5.369127516778524}","{'name': 'MUSR', 'value': 0.5163125000000001, 'normalized_score': 24.472395833333337}","{'name': 'MMLU-PRO', 'value': 0.3295378989361702, 'normalized_score': 25.5042109929078}",True,True,False,False,False,2024-06-08,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.01 (Merge),apache-2.0,0,8.03,2.048876296373344
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.1_bfloat16_139a9bccd0ffb284e670a181a5986a01b1420c6c_False,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.1,139a9bccd0ffb284e670a181a5986a01b1420c6c,bfloat16,basemergesandmoerges,Original,LlamaForCausalLM,21.77274590923878,False,"{'name': 'IFEval', 'value': 0.4302218114602588, 'normalized_score': 43.02218114602588}","{'name': 'BBH', 'value': 0.5157097379648965, 'normalized_score': 31.163507714744895}","{'name': 'MATH Level 5', 'value': 0.06268882175226587, 'normalized_score': 6.268882175226587}","{'name': 'GPQA', 'value': 0.30788590604026844, 'normalized_score': 7.718120805369126}","{'name': 'MUSR', 'value': 0.43315624999999996, 'normalized_score': 12.877864583333336}","{'name': 'MMLU-PRO', 'value': 0.36627327127659576, 'normalized_score': 29.58591903073286}",True,True,False,False,False,2024-06-08,2024-06-26,1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.1 (Merge),apache-2.0,0,8.03,1.868261638719137
